"Words","Combination","Character","CharacterUrl"
"活該","ㄏㄨㄛˊ","活","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%9B%CB%8A&word=%E6%B4%BB"
"活路","ㄏㄨㄛˊ","活","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%9B%CB%8A&word=%E6%B4%BB"
"活潑","ㄏㄨㄛˊ","活","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%9B%CB%8A&word=%E6%B4%BB"
"活儲","ㄏㄨㄛˊ","活","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A8%E3%84%9B%CB%8A&word=%E6%B4%BB"
"洽","ㄑㄧㄚˋ","洽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%91&SN2=%E3%84%91%E3%84%A7%E3%84%9A%CB%8B&word=%E6%B4%BD"
"洽商","ㄑㄧㄚˋ","洽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%91&SN2=%E3%84%91%E3%84%A7%E3%84%9A%CB%8B&word=%E6%B4%BD"
"洽詢","ㄑㄧㄚˋ","洽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%91&SN2=%E3%84%91%E3%84%A7%E3%84%9A%CB%8B&word=%E6%B4%BD"
"洽談","ㄑㄧㄚˋ","洽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%91&SN2=%E3%84%91%E3%84%A7%E3%84%9A%CB%8B&word=%E6%B4%BD"
"洽辦","ㄑㄧㄚˋ","洽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%91&SN2=%E3%84%91%E3%84%A7%E3%84%9A%CB%8B&word=%E6%B4%BD"
"洽購","ㄑㄧㄚˋ","洽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%91&SN2=%E3%84%91%E3%84%A7%E3%84%9A%CB%8B&word=%E6%B4%BD"
"派","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派上用場","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派出所","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派生詞","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派任","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派兵","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派別","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派系","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派員","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派對","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派遣","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"派頭","ㄆㄞˋ","派","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9E%CB%8B&word=%E6%B4%BE"
"流","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流民","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流年","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流放","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流氓","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流派","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流浪","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流動","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流淌","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流淚","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流通","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流弊","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流彈","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流標","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流離","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流覽","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流露","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流鶯","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流變","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"流體","ㄌㄧㄡˊ","流","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A1%CB%8A&word=%E6%B5%81"
"炤","ㄓㄠˋ","炤","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A0%CB%8B&word=%E7%82%A4"
"炫","ㄒㄩㄢˋ","炫","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A9%E3%84%A2%CB%8B&word=%E7%82%AB"
"炫耀","ㄒㄩㄢˋ","炫","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A9%E3%84%A2%CB%8B&word=%E7%82%AB"
"炬","ㄐㄩˋ","炬","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A9%CB%8B&word=%E7%82%AC"
"炭","ㄊㄢˋ","炭","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A2%CB%8B&word=%E7%82%AD"
"炭化","ㄊㄢˋ","炭","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A2%CB%8B&word=%E7%82%AD"
"炭火","ㄊㄢˋ","炭","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A2%CB%8B&word=%E7%82%AD"
"炭烤","ㄊㄢˋ","炭","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A2%CB%8B&word=%E7%82%AD"
"炭筆","ㄊㄢˋ","炭","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A2%CB%8B&word=%E7%82%AD"
"炮","ㄅㄠ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0&word=%E7%82%AE"
"炮口","ㄆㄠˋ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A0%CB%8B&word=%E7%82%AE"
"炮灰","ㄆㄠˋ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A0%CB%8B&word=%E7%82%AE"
"炮竹","ㄆㄠˋ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A0%CB%8B&word=%E7%82%AE"
"炮兵","ㄆㄠˋ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A0%CB%8B&word=%E7%82%AE"
"炮塔","ㄆㄠˋ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A0%CB%8B&word=%E7%82%AE"
"炮臺","ㄆㄠˋ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A0%CB%8B&word=%E7%82%AE"
"炮製","ㄆㄠˊ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A0%CB%8A&word=%E7%82%AE"
"炮彈","ㄆㄠˋ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A0%CB%8B&word=%E7%82%AE"
"炮轟","ㄆㄠˋ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A0%CB%8B&word=%E7%82%AE"
"炯","ㄐㄩㄥˇ","炯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A9%E3%84%A5%CB%87&word=%E7%82%AF"
"炯炯有神","ㄐㄩㄥˇ","炯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A9%E3%84%A5%CB%87&word=%E7%82%AF"
"炳","ㄅㄧㄥˇ","炳","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A7%E3%84%A5%CB%87&word=%E7%82%B3"
"炳煥","ㄅㄧㄥˇ","炳","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A7%E3%84%A5%CB%87&word=%E7%82%B3"
"炷","ㄓㄨˋ","炷","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A8%CB%8B&word=%E7%82%B7"
"炷香","ㄓㄨˋ","炷","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A8%CB%8B&word=%E7%82%B7"
"炸","ㄓㄚˊ","炸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%9A%CB%8A&word=%E7%82%B8"
"炸毀","ㄓㄚˋ","炸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%9A%CB%8B&word=%E7%82%B8"
"炸彈","ㄓㄚˋ","炸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%9A%CB%8B&word=%E7%82%B8"
"炸醬","ㄓㄚˊ","炸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%9A%CB%8A&word=%E7%82%B8"
"炸藥","ㄓㄚˋ","炸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%9A%CB%8B&word=%E7%82%B8"
"為","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為人","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為什麼","ㄨㄟˋ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8B&word=%E7%82%BA"
"為止","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為生","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為伍","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為何","ㄨㄟˋ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8B&word=%E7%82%BA"
"為政","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為甚麼","ㄨㄟˋ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8B&word=%E7%82%BA"
"為首","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為害","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為善","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為期","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"為難","ㄨㄟˊ","為","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%9F%CB%8A&word=%E7%82%BA"
"爰","ㄩㄢˊ","爰","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A9&SN2=%E3%84%A9%E3%84%A2%CB%8A&word=%E7%88%B0"
"牯","ㄍㄨˇ","牯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8D&SN2=%E3%84%8D%E3%84%A8%CB%87&word=%E7%89%AF"
"牲","ㄕㄥ","牲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A5&word=%E7%89%B2"
"牲口","ㄕㄥ","牲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A5&word=%E7%89%B2"
"牲畜","ㄕㄥ","牲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A5&word=%E7%89%B2"
"牲禮","ㄕㄥ","牲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A5&word=%E7%89%B2"
"牴","ㄉㄧˇ","牴","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%89&SN2=%E3%84%89%E3%84%A7%CB%87&word=%E7%89%B4"
"牴觸","ㄉㄧˇ","牴","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%89&SN2=%E3%84%89%E3%84%A7%CB%87&word=%E7%89%B4"
"狠","ㄏㄣˇ","狠","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A3%CB%87&word=%E7%8B%A0"
"狠心","ㄏㄣˇ","狠","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A3%CB%87&word=%E7%8B%A0"
"狠毒","ㄏㄣˇ","狠","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A3%CB%87&word=%E7%8B%A0"
"狠狠的","ㄏㄣˇ","狠","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8F&SN2=%E3%84%8F%E3%84%A3%CB%87&word=%E7%8B%A0"
"狡","ㄐㄧㄠˇ","狡","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%A0%CB%87&word=%E7%8B%A1"
"狡兔三窟","ㄐㄧㄠˇ","狡","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%A0%CB%87&word=%E7%8B%A1"
"狡詐","ㄐㄧㄠˇ","狡","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%A0%CB%87&word=%E7%8B%A1"
"狡猾","ㄐㄧㄠˇ","狡","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%A0%CB%87&word=%E7%8B%A1"
"狡賴","ㄐㄧㄠˇ","狡","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%A0%CB%87&word=%E7%8B%A1"
"狡黠","ㄐㄧㄠˇ","狡","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%A0%CB%87&word=%E7%8B%A1"
"狡辯","ㄐㄧㄠˇ","狡","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%A0%CB%87&word=%E7%8B%A1"
"狩","ㄕㄡˋ","狩","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A1%CB%8B&word=%E7%8B%A9"
"狩獵","ㄕㄡˋ","狩","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A1%CB%8B&word=%E7%8B%A9"
"玲","ㄌㄧㄥˊ","玲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A5%CB%8A&word=%E7%8E%B2"
"玲瓏","ㄌㄧㄥˊ","玲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8C&SN2=%E3%84%8C%E3%84%A7%E3%84%A5%CB%8A&word=%E7%8E%B2"
"玳","ㄉㄞˋ","玳","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%89&SN2=%E3%84%89%E3%84%9E%CB%8B&word=%E7%8E%B3"
"玳瑁","ㄉㄞˋ","玳","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%89&SN2=%E3%84%89%E3%84%9E%CB%8B&word=%E7%8E%B3"
"玷","ㄉㄧㄢˋ","玷","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%89&SN2=%E3%84%89%E3%84%A7%E3%84%A2%CB%8B&word=%E7%8E%B7"
"玷汙","ㄉㄧㄢˋ","玷","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%89&SN2=%E3%84%89%E3%84%A7%E3%84%A2%CB%8B&word=%E7%8E%B7"
"玷辱","ㄉㄧㄢˋ","玷","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%89&SN2=%E3%84%89%E3%84%A7%E3%84%A2%CB%8B&word=%E7%8E%B7"
"玻","ㄅㄛ","玻","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E7%8E%BB"
"玻璃","ㄅㄛ","玻","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E7%8E%BB"
"玻璃紙","ㄅㄛ","玻","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E7%8E%BB"
"玻璃帷幕","ㄅㄛ","玻","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E7%8E%BB"
"玻璃絲襪","ㄅㄛ","玻","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E7%8E%BB"
"玻璃纖維","ㄅㄛ","玻","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B&word=%E7%8E%BB"
"珀","ㄆㄛˋ","珀","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%9B%CB%8B&word=%E7%8F%80"
"珂","ㄎㄜ","珂","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8E&SN2=%E3%84%8E%E3%84%9C&word=%E7%8F%82"
"珈","ㄐㄧㄚ","珈","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%90&SN2=%E3%84%90%E3%84%A7%E3%84%9A&word=%E7%8F%88"
"珊","ㄕㄢ","珊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A2&word=%E7%8F%8A"
"珊瑚","ㄕㄢ","珊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A2&word=%E7%8F%8A"
"珊瑚礁","ㄕㄢ","珊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A2&word=%E7%8F%8A"
"珊瑚蟲","ㄕㄢ","珊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%95&SN2=%E3%84%95%E3%84%A2&word=%E7%8F%8A"
"珍","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍奇","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍玩","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍品","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍重","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍珠","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍惜","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍視","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍貴","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍愛","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍禽","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍禽異獸","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍聞","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍餚","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍藏","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍饈","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"珍寶","ㄓㄣ","珍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%93&SN2=%E3%84%93%E3%84%A3&word=%E7%8F%8D"
"瓮","ㄨㄥˋ","瓮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A8&SN2=%E3%84%A8%E3%84%A5%CB%8B&word=%E7%93%AE"
